adm3_name,adm3_pcode,adm2_name,adm1_name,area_sqkm,center_lat,center_lon,dist_agence_km,dist_datacenter_km
Nadoba,TG020606,Keran,Kara,200.61413622,10.140751,1.05556653,20.0994002434091,437.05832228370764
Nagbeni,TG051406,Oti,Savanes,152.82690267,10.624315,0.44480919,29.857275724295327,497.5253985291522
Naki-Est,TG051802,Naki-Ouest,Savanes,267.0533836,10.727854,0.36684609,23.311341228361798,510.32556443384215
Naki-Ouest,TG051608,Tone,Savanes,102.61215061,10.917929,0.06218005,16.076602303110366,537.9625712526812
Nali,TG051905,Oti-Sud,Savanes,322.81509301,10.052864,0.49013636,33.580861034153436,434.41169157457483
Namare,TG051609,Tone,Savanes,51.67101322,10.9706955,0.07232126,13.461414377656489,543.3765793682171
Namon,TG020407,Dankpen,Kara,141.89661729,9.6956505,0.80803007,21.918612475522323,390.057060992112
Namoundjoga,TG051803,Naki-Ouest,Savanes,197.33483536,10.8984285,0.44563405,26.67200657591305,527.4201523245357
Nampoch,TG020408,Dankpen,Kara,123.24542845,9.8183765,0.66274196,15.67877626058419,405.64405221866934
Nandoga,TG051510,Tandjoare,Savanes,47.36131426,10.6344155,0.22949759,25.462884905962834,503.2235845647056
Nandouta,TG020409,Dankpen,Kara,358.47275677,9.5176335,0.39241666,30.264481125893315,378.80082798965765
Nanergou,TG051610,Tone,Savanes,55.35042773,10.926721,0.14447621,8.49989050732356,536.835831129053
Nano,TG051511,Tandjoare,Savanes,64.05930247,10.696531,0.09591717,21.867971671099312,513.2833318783158
Natchibore,TG020410,Dankpen,Kara,182.02539185,9.81733,0.78173025,23.841210761608874,403.7656565614928
Natchitikpi,TG020411,Dankpen,Kara,127.07827984,9.724028,0.71328196,12.195153126051508,394.5061429747118
Natigou,TG051611,Tone,Savanes,23.72926697,10.987321,0.26402906,14.012141855560017,540.6627289032086
Naware,TG020412,Dankpen,Kara,234.14623215,9.6101805,0.47223812,17.22955073319518,386.7883347602466
Nayega,TG051804,Naki-Ouest,Savanes,27.09878879,10.7426595,0.41588119,26.78993333378689,510.97385469071367
Niamtougou,TG020510,Doufelgou,Kara,109.15117224,9.7093655,1.02574452,10.961524097605018,389.5425383167464
Nioukpourma,TG051612,Tone,Savanes,75.90694517,10.8380545,0.13685355,7.79601801574614,527.4588366856175
Noepe,TG030106,Ave,Maritime,37.3412055,6.277793,1.03944995,9.369459358429374,20.616764808658907
Notse,TG040607,Haho,Plateaux,560.26376764,6.926579,1.05355835,13.321012050789573,83.05140080513888
Nyamassila,TG040507,Est-Mono,Plateaux,140.46322381,7.9645215,1.20081982,22.09073209642577,195.99195987679516
Ogaro,TG051805,Naki-Ouest,Savanes,116.78989693,10.7739815,0.47819253,31.634030434290086,513.2528889151475
Ogou,TG040907,Ogou,Plateaux,248.58167434,7.6274035,1.26142424,16.450867600612995,158.79504318859708
Okou,TG040207,Wawa,Plateaux,125.30312074,7.5675905,0.84132725,44.292239379241735,157.51061848509363
Okpahoe,TG040110,Amou,Plateaux,15.17900617,7.6196775,1.01006244,25.48666636501071,159.41841124749297
Ossacre,TG020607,Keran,Kara,270.62620699,10.068803,0.74346444,29.10203341246037,431.89281014521015
Otadi,TG040111,Amou,Plateaux,347.17736351,7.720024,0.93864852,28.45307767274962,171.62879033106265
Ouma-Amlame,TG040112,Amou,Plateaux,109.41960507,7.460545,0.91994578,31.406712347600543,143.91425726215627
Ounabe,TG040208,Wawa,Plateaux,70.56120823,7.558954,0.94560234,35.23392699707897,153.97372678184416
Ountivou,TG040908,Ogou,Plateaux,444.35822378,7.4182145,1.55545581,44.193035143910784,140.7833099828838
Pagala Gare,TG010112,Blitta,Centrale,184.09882581,8.178033,0.99438571,17.892857611594494,220.92244429289445
Pagala Village,TG010113,Blitta,Centrale,94.22241754,8.186239,0.88832992,21.477906494393707,223.4022139591226
Pagouda,TG020305,Binah,Kara,132.57974435,9.758779,1.33448568,24.869425337783483,394.66976361637495
Pallakoko,TG041106,Anie,Plateaux,139.15033139,7.874308,1.11580057,14.782528308627493,186.31513156897464
Pana,TG051613,Tone,Savanes,105.75682376,10.765686,0.2747161,13.296975569665326,516.3886877305121
Pessare,TG020306,Binah,Kara,66.568406,9.807075,1.23120414,14.279275958577367,399.79560743459393
Pesside,TG020608,Keran,Kara,311.09619853,10.075481,0.85507938,24.887157170235696,431.3177214023793
Pitikita,TG020307,Binah,Kara,19.2039814,9.766478,1.2693552,17.71159177774923,395.3465589752416
Pligou,TG051512,Tandjoare,Savanes,29.628518,10.6819795,0.265867,21.16926306516696,507.51965109073274
Pogno,TG051806,Naki-Ouest,Savanes,93.34669235,10.962097,0.56638646,40.88513332555263,532.4172591390925
Poissongui,TG051614,Tone,Savanes,33.59192507,11.042244,0.20939968,18.406507177745066,547.8157212746946
Pouda,TG020511,Doufelgou,Kara,41.13421857,9.9046845,1.26039708,22.720385125530996,410.6189369311256
Pya,TG020710,Kozah,Kara,54.42732222,9.6496375,1.11910725,12.892989367163427,382.5222920689261
Sadori,TG051407,Oti,Savanes,156.16488614,10.248039,0.43698388,12.271899449152798,456.72111574688296
Sagbado,TG030304,Golfe,Maritime,56.87149953,6.1897115,1.1261315,1.2930758400309794,7.560874208272531
Sagbiebou,TG051906,Oti-Sud,Savanes,395.79347515,10.2453485,0.64175279,14.972851930620244,452.7214097217307
Saiboude,TG010204,Plaine du Mo,Centrale,76.1509257,8.5680975,0.56789297,44.817895541002876,272.2389395936809
Saligbe,TG040804,Moyen-Mono,Plateaux,78.02533296,7.2424235,1.5824921,24.53020798667153,123.14187007782816
Sam-Naba,TG051707,Cinkasse,Savanes,53.56694743,11.0545145,0.14258934,11.847553569455895,550.6833646044897
Sanda-Afohou,TG020209,Bassar,Kara,197.15201865,9.476961,0.94465354,14.782238056809602,364.49408092623577
Sanda-Kagbanda,TG020210,Bassar,Kara,271.75138587,9.4909625,0.89275503,9.790294195799165,366.5481280501211
Sanfatoute,TG051615,Tone,Savanes,41.90709246,11.0149615,0.3116688,19.439533872769154,542.6724193962806
Sangou,TG051513,Tandjoare,Savanes,8.86056447,10.5914895,0.06242753,33.79145693627034,502.9318140281501
Sarakawa,TG020711,Kozah,Kara,87.90679517,9.616324,1.01117294,19.640006387729017,379.35684311028575
Sedome,TG030707,Yoto,Maritime,37.95510589,6.7761895,1.58426845,27.36114761494218,76.59419900171581
Seregbene,TG041006,Akebou,Plateaux,169.28518936,7.8709585,0.71439312,54.068629463531444,193.62358300018067
Sessaro,TG010307,Sotouboua,Centrale,135.20138409,8.5966,1.20114707,24.03097258271637,265.9028233374091
Sevagan,TG030607,Vo,Maritime,63.68895772,6.31843,1.42207867,16.221139640221747,27.147137578982154
Siou,TG020512,Doufelgou,Kara,134.27945312,9.851111,1.20031418,13.858427251263508,404.6659522457919
Sirka,TG020308,Binah,Kara,63.28803867,9.542028,1.30838274,13.179728814204397,370.6184102359141
Sissiak,TG051514,Tandjoare,Savanes,54.09855855,10.746446,0.10914865,16.524525029409244,518.3000920508632
Sodo,TG040113,Amou,Plateaux,33.46323742,7.328194,0.82648517,24.11616549744024,132.64003380445791
Sola,TG020309,Binah,Kara,110.64992863,9.9354245,1.32891529,30.117382872537714,414.1786770243453
Somdina,TG020712,Kozah,Kara,46.91911379,9.639526,1.2706104,13.567693623792383,381.3081981797529
Sotouboua,TG010308,Sotouboua,Centrale,579.98169108,8.5575155,0.87444211,11.061060149903101,264.2360499644728
Soudou,TG020106,Assoli,Kara,209.46292059,9.3568495,1.34651354,11.267523350143287,350.2950371771978
Tabinde,TG010309,Sotouboua,Centrale,192.42895753,8.5193585,1.13122986,16.68732819622955,257.5143773531268
Tabligbo,TG030708,Yoto,Maritime,40.59467215,6.5749365,1.48388925,18.26280499490583,51.93198649271614
Tado,TG040805,Moyen-Mono,Plateaux,180.43164662,7.141002,1.56924741,13.875189090247625,112.10487229148067
Takpamba,TG051907,Oti-Sud,Savanes,237.91991285,9.9592285,0.58860186,30.17303244090781,422.31910821150177
Tambigou,TG051304,Kpendjal,Savanes,163.47124125,10.744621,0.775575,45.78693969397906,505.84671107191895
Tambonga,TG051807,Naki-Ouest,Savanes,36.07859284,10.939138,0.45331467,28.270313458706067,531.7315381350293
Tami,TG051616,Tone,Savanes,74.56768839,10.868631,0.04151518,17.676944520831405,533.2133315134943
Tamongue,TG051515,Tandjoare,Savanes,145.62593603,10.5101335,0.17201678,36.42351283310677,491.25362236851794
Tampialime,TG051516,Tandjoare,Savanes,109.07977832,10.752496,0.06671893,19.330902014425277,520.0720393371814
Tchalo,TG010511,Tchaoudjo,Centrale,217.53714626,8.967909,0.99545442,15.807287914363721,307.91279776258096
Tchaloude,TG010114,Blitta,Centrale,99.71995109,8.3156445,1.15149277,15.852918167205427,234.92132397205964
Tchamba,TG010410,Tchamba,Centrale,285.42107839,8.992314,1.45483781,5.431957623811663,310.8115896902403
Tchamonga,TG051908,Oti-Sud,Savanes,297.50369016,10.578473,0.74173067,27.300735322702906,487.9385546841194
Tchanaga,TG051408,Oti,Savanes,266.75963726,10.533447,0.50644495,20.22229803875948,486.4819712597631
Tchare,TG020713,Kozah,Kara,6.9887057,9.660101,1.17870918,12.281385462362671,383.55481090581907
Tchare-Baou,TG010115,Blitta,Centrale,167.29570238,8.048226,1.0435529,32.417178916019445,206.09258005145887
Tchebebe,TG010310,Sotouboua,Centrale,425.34907119,8.4313135,0.83496763,21.084380568250083,251.11158161751197
Tchekpo,TG030709,Yoto,Maritime,171.68654892,6.522515,1.37781262,22.368878383992836,40.874230337396135
Tchifama,TG010116,Blitta,Centrale,66.08988293,8.1765545,0.81582476,27.820947807817486,223.77549347350163
Tchitchao,TG020714,Kozah,Kara,60.56175245,9.5982255,1.09325674,11.60711421834805,376.9278973133337
Tchore,TG020513,Doufelgou,Kara,89.46722407,9.844297,0.94206765,17.319376487363993,405.03025871028285
Temedja,TG040114,Amou,Plateaux,82.67910836,7.463156,1.067738,19.506216420970294,141.43665919052384
Tenega,TG020514,Doufelgou,Kara,19.47327144,9.8343735,1.14312861,8.52517914944339,402.88942053761133
Timbou,TG051708,Cinkasse,Savanes,77.59289448,11.0348575,0.11192466,9.847148175690005,549.2995677432236
Tindjassi,TG010205,Plaine du Mo,Centrale,304.59722145,8.6576895,0.51378521,51.869620716513474,283.3872961557277
Tintchro,TG010117,Blitta,Centrale,285.94939215,8.0450105,0.77147694,41.724684254756795,210.6050869907465
Titigbe,TG010311,Sotouboua,Centrale,135.50177375,8.5970955,1.09396735,12.547818047441437,266.2794517272008
Toaga,TG051617,Tone,Savanes,41.06436571,10.890121,0.24742628,5.114951534084534,530.4820573486725
Togblekope,TG030904,Agoe-Nyive,Maritime,26.0838672,6.26304126,1.21844702,1.30148086134851,7.840784083306618
Togoville,TG030608,Vo,Maritime,77.2915368,6.2559935,1.46966189,17.06337420225068,29.419485062213504
Tohoun,TG040806,Moyen-Mono,Plateaux,112.91748905,7.0528345,1.60018921,3.5449180568633927,104.40092251471366
Tokpli,TG030710,Yoto,Maritime,79.48497246,6.6277465,1.57326266,15.850509804197813,62.59734509950673
Tome,TG041209,Kloto,Plateaux,29.52867054,6.817672,0.65443538,7.584421263926295,92.63411570440631
Tomegbe,TG040209,Wawa,Plateaux,93.8977092,7.5197915,0.59807356,45.353359382396576,161.73265160694035
Tomety-Kondji,TG030711,Yoto,Maritime,157.14037738,6.8246885,1.54342999,23.053738806018476,78.96686843424241
Tove,TG041210,Kloto,Plateaux,37.52211023,6.871419,0.65531955,3.921216112014798,97.08900393872742
Tovegan,TG030107,Ave,Maritime,188.80213605,6.6162905,0.9155744,18.45302057265674,57.180281030037236
Tsevie,TG030815,Zio,Maritime,116.95159486,6.4936375,1.19877718,9.218279408500827,33.33644481552434
Vakpossito,TG030905,Agoe-Nyive,Maritime,4.03594393,6.214873,1.1633662,0.5438750992434972,5.83849481431213
Veh,TG041007,Akebou,Plateaux,33.91341298,7.67406,0.70900105,54.28944115944318,173.04282402828727
Vo-Koutime,TG030610,Vo,Maritime,61.68650901,6.398733,1.53695039,14.752455411026329,42.62576066550614
Vogan,TG030609,Vo,Maritime,161.9336999,6.360466,1.50164628,20.510563797557282,37.09221051010414
Wahala,TG040608,Haho,Plateaux,444.20850382,7.2075155,1.28973092,14.276098232317743,112.59121828144944
Waragni,TG010118,Blitta,Centrale,42.96547975,8.2521635,1.00891483,9.626039714620157,228.91184447743413
Warengo,TG020609,Keran,Kara,68.27792034,10.0819295,1.11147632,15.193599414234852,430.34795988955585
Wassarabo,TG010512,Tchaoudjo,Centrale,46.54084623,9.003732,1.26140535,12.840676897415308,310.9766762686325
Welly,TG010119,Blitta,Centrale,294.06409083,8.0535255,0.91580719,33.206507237292705,208.42573536924868
Wli,TG030816,Zio,Maritime,49.75528926,6.3971465,1.12262367,9.531685386741382,24.68063178470046
Wome,TG041211,Kloto,Plateaux,28.77060176,6.8477275,0.55814018,10.260295729829668,102.36717299571258
Yade,TG020715,Kozah,Kara,19.57570428,9.595022,1.14526711,6.805481633030993,376.4133772270348
Yalla,TG041008,Akebou,Plateaux,95.23830434,7.8277485,0.66327169,58.83677670686607,190.76736894660158
Yaloumbe,TG010120,Blitta,Centrale,79.87229037,8.3333705,1.09352962,9.235710231636409,237.15047850187239
Yegue,TG010121,Blitta,Centrale,166.51759461,8.1621405,0.70692491,38.56725911102151,224.89579753771332
Yikpa,TG040405,Danyi,Plateaux,17.32860351,7.1292065,0.61654525,12.680387252046197,122.74762864425747
Yokele,TG041212,Kloto,Plateaux,38.33505891,6.937951,0.68000734,5.980043954931226,101.27483598006503
Zafi,TG030712,Yoto,Maritime,155.05688769,6.7097305,1.29181766,14.338908746428212,57.8904403058738
Zanguera,TG030906,Agoe-Nyive,Maritime,21.98281154,6.235796,1.12626888,1.768383260712525,10.237556595505852
