lon,lat,dist_km,dist_moov_km,dist_togocom_km
1.1893,8.4782,3.0,11.1,11.1
1.4981,8.4795,10.7,10.7,10.7
1.5163,8.4795,12.6,12.6,12.6
1.5344,8.4796,11.4,14.4,11.4
1.5526,8.4797,10.0,16.4,10.0
1.5708,8.4797,8.7,17.4,8.7
1.5889,8.4798,7.7,17.2,7.7
1.6071,8.4799,7.2,17.2,7.2
1.6253,8.4799,7.3,17.5,7.3
1.6434,8.48,7.8,18.0,7.8
0.6445,8.4933,20.3,20.3,20.3
0.6626,8.4934,20.5,20.5,20.5
0.6808,8.4935,20.8,20.8,20.8
0.6989,8.4936,21.4,21.4,21.4
0.7171,8.4938,19.6,20.6,19.6
0.7352,8.4939,17.6,18.7,17.6
0.7534,8.494,15.6,16.8,15.6
0.7716,8.4941,13.6,15.0,13.6
0.7897,8.4942,11.7,13.2,11.7
0.8079,8.4943,9.7,11.5,9.7
1.1529,8.4961,2.7,10.7,10.7
1.1711,8.4962,0.9,12.2,12.2
1.1892,8.4962,1.6,12.0,12.0
1.2074,8.4963,3.5,10.3,10.3
1.498,8.4975,10.0,10.0,10.0
1.5162,8.4976,12.0,12.0,12.0
1.5344,8.4977,12.8,13.9,12.8
1.5525,8.4978,11.5,15.9,11.5
1.5707,8.4978,10.4,17.9,10.4
1.5889,8.4979,9.6,19.2,9.6
1.607,8.498,9.2,19.2,9.2
1.6252,8.498,9.2,19.5,9.2
1.6434,8.4981,9.7,19.9,9.7
0.6262,8.5113,18.3,18.3,18.3
0.6444,8.5114,18.3,18.3,18.3
0.6625,8.5115,18.5,18.5,18.5
0.6807,8.5116,18.9,18.9,18.9
0.6988,8.5117,19.5,19.5,19.5
0.717,8.5118,19.9,20.3,19.9
0.7351,8.5119,18.0,19.5,18.0
0.7533,8.512,16.0,17.7,16.0
0.7715,8.5121,14.1,16.0,14.1
0.7896,8.5123,12.2,14.3,12.2
0.8078,8.5124,10.3,12.8,10.3
0.8259,8.5125,8.5,11.3,8.5
0.8441,8.5126,6.9,10.1,6.9
1.1165,8.514,1.1,10.2,10.2
1.1347,8.5141,2.6,11.0,11.0
1.1528,8.5141,2.9,11.6,11.6
1.171,8.5142,1.4,11.3,11.3
1.1892,8.5143,1.9,11.1,11.1
1.2073,8.5144,3.6,11.2,11.2
1.2255,8.5145,5.6,10.1,10.1
1.5161,8.5157,11.7,11.7,11.7
1.5343,8.5158,13.7,13.7,13.7
1.5525,8.5158,13.1,15.7,13.1
1.5706,8.5159,12.2,16.9,12.2
1.5888,8.516,11.6,17.9,11.6
1.607,8.516,11.2,19.0,11.2
1.6251,8.5161,11.2,20.1,11.2
0.5898,8.5291,15.0,15.5,15.0
0.6079,8.5292,16.6,16.6,16.6
0.6261,8.5294,16.3,16.3,16.3
0.6442,8.5295,16.3,16.3,16.3
0.6624,8.5296,16.5,16.5,16.5
0.6806,8.5297,17.0,17.0,17.0
0.6987,8.5298,17.6,17.6,17.6
0.7169,8.5299,18.5,18.5,18.5
0.735,8.53,18.5,18.6,18.5
0.7532,8.5301,16.7,18.2,16.7
0.7714,8.5302,14.8,17.1,14.8
0.7895,8.5303,13.0,15.6,13.0
0.8077,8.5304,11.3,14.2,11.3
0.8258,8.5305,9.7,12.9,9.7
0.844,8.5306,8.2,11.8,8.2
0.8622,8.5307,7.1,11.0,7.1
0.8803,8.5308,6.3,10.6,6.3
1.2436,8.5326,8.1,10.4,10.4
1.5161,8.5338,11.1,11.4,11.4
1.5342,8.5339,12.9,13.4,13.4
1.5524,8.5339,14.2,14.2,14.2
1.5706,8.534,14.1,15.1,14.1
1.5887,8.5341,13.5,16.3,13.5
1.6069,8.5341,13.2,17.3,13.2
1.6251,8.5342,13.2,18.5,13.2
0.5715,8.5471,12.2,12.7,12.2
0.5897,8.5472,13.9,14.5,13.9
0.6078,8.5473,14.6,14.6,14.6
0.626,8.5474,14.3,14.3,14.3
0.6441,8.5475,14.3,14.3,14.3
0.6623,8.5477,14.5,14.5,14.5
0.6804,8.5478,15.1,15.1,15.1
0.6986,8.5479,15.8,15.8,15.8
0.7168,8.548,16.8,16.8,16.8
0.7349,8.5481,16.5,16.6,16.5
0.7531,8.5482,16.1,16.2,16.1
0.7712,8.5483,15.7,16.1,15.7
0.7894,8.5484,14.1,16.2,14.1
0.8076,8.5485,12.5,15.7,12.5
0.8257,8.5486,11.1,14.6,11.1
0.8439,8.5487,9.8,13.6,9.8
0.8621,8.5488,8.9,12.3,8.9
0.8802,8.5489,8.3,10.3,8.3
1.2617,8.5508,10.6,10.6,10.6
1.2798,8.5509,9.7,11.0,9.7
1.298,8.551,8.7,10.8,8.7
1.3161,8.5511,8.1,10.0,8.1
1.516,8.5519,10.2,11.1,11.1
1.5342,8.5519,11.6,11.6,11.6
1.5523,8.552,12.4,12.4,12.4
1.5705,8.5521,13.5,13.5,13.5
1.5887,8.5521,14.6,14.6,14.6
1.6068,8.5522,15.2,15.7,15.2
1.625,8.5523,15.2,17.0,15.2
0.5714,8.5652,11.3,11.8,11.3
0.5895,8.5653,13.1,13.3,13.1
0.6077,8.5654,12.6,12.6,12.6
0.6259,8.5655,12.3,12.3,12.3
0.644,8.5656,12.3,12.3,12.3
0.6622,8.5657,12.6,12.6,12.6
0.6803,8.5658,13.2,13.2,13.2
0.6985,8.566,14.0,14.0,14.0
0.7167,8.5661,15.1,15.1,15.1
0.7348,8.5662,14.6,14.7,14.6
0.753,8.5663,14.2,14.3,14.2
0.7711,8.5664,14.0,14.1,14.0
0.7893,8.5665,14.1,14.2,14.1
0.8075,8.5666,13.9,14.6,13.9
0.8256,8.5667,12.6,15.3,12.6
0.8438,8.5668,11.5,14.2,11.5
0.8619,8.5669,10.7,12.2,10.7
0.8801,8.567,10.1,10.2,10.1
1.2797,8.569,11.1,11.1,11.1
1.2979,8.5691,10.5,12.7,10.5
1.3161,8.5691,10.0,11.0,10.0
1.5523,8.5701,10.7,10.7,10.7
1.5704,8.5702,11.8,11.8,11.8
1.5886,8.5702,12.9,12.9,12.9
1.6068,8.5703,14.2,14.2,14.2
1.6249,8.5704,15.5,15.6,15.5
0.5713,8.5832,10.6,11.2,10.6
0.5894,8.5834,11.5,11.5,11.5
0.6076,8.5835,10.7,10.7,10.7
0.6257,8.5836,10.3,10.3,10.3
0.6439,8.5837,10.3,10.3,10.3
0.6621,8.5838,10.6,10.6,10.6
0.6802,8.5839,11.3,11.3,11.3
0.6984,8.584,12.3,12.3,12.3
0.7166,8.5841,13.5,13.6,13.5
0.7347,8.5842,12.7,12.8,12.7
0.7529,8.5843,12.2,12.3,12.2
0.771,8.5845,12.0,12.1,12.0
0.7892,8.5846,12.1,12.2,12.1
0.8074,8.5847,12.6,12.7,12.6
0.8255,8.5848,13.3,13.4,13.3
0.8437,8.5849,13.3,14.4,13.3
0.8618,8.585,12.3,12.5,12.3
0.88,8.5851,10.3,10.5,10.3
1.2797,8.5871,10.4,10.4,10.4
1.2978,8.5871,12.3,12.3,12.3
1.316,8.5872,11.4,11.4,11.4
1.5704,8.5882,10.1,10.1,10.1
1.5885,8.5883,11.4,11.4,11.4
1.6067,8.5884,12.6,12.8,12.6
1.6249,8.5884,14.0,14.2,14.0
0.5712,8.6013,10.3,10.8,10.3
0.6983,8.6021,10.7,10.7,10.7
0.7164,8.6022,11.8,11.8,11.8
0.7346,8.6023,10.8,10.9,10.8
0.7528,8.6024,10.2,10.3,10.2
0.7709,8.6025,10.0,10.1,10.0
0.7891,8.6026,10.2,10.3,10.2
0.8073,8.6027,10.7,10.8,10.7
0.8254,8.6028,11.5,11.7,11.5
0.8436,8.6029,12.6,12.8,12.6
0.8617,8.603,12.8,13.0,12.8
0.8799,8.6031,11.0,11.2,11.0
1.2977,8.6052,11.9,11.9,11.9
1.3159,8.6053,12.2,12.2,12.2
1.3341,8.6054,10.4,10.4,10.4
1.6066,8.6065,11.2,11.3,11.2
1.6248,8.6065,12.7,12.9,12.7
0.7163,8.6203,10.1,10.2,10.1
0.8435,8.621,11.1,11.3,11.1
0.8616,8.6211,12.5,12.7,12.5
0.8798,8.6212,11.9,12.1,11.9
0.898,8.6213,10.3,10.5,10.3
1.2977,8.6233,11.9,11.9,11.9
1.3158,8.6234,13.2,13.2,13.2
1.334,8.6235,11.4,11.6,11.6
1.3522,8.6235,9.5,10.2,10.2
1.6066,8.6246,9.9,10.1,9.9
1.6247,8.6246,11.6,11.8,11.6
0.8615,8.6392,11.3,11.6,11.3
0.8797,8.6393,13.1,13.3,13.1
0.8979,8.6394,11.6,11.7,11.6
0.916,8.6395,10.1,10.2,10.2
1.2794,8.6413,10.3,10.3,10.3
1.2976,8.6414,12.2,12.2,12.2
1.3157,8.6415,14.0,14.0,14.0
1.3339,8.6415,12.2,13.0,13.0
1.3521,8.6416,10.5,11.7,11.7
1.3703,8.6417,8.8,10.7,10.7
1.6247,8.6427,10.6,10.6,10.6
0.8614,8.6573,10.4,10.7,10.4
0.8796,8.6574,12.3,12.5,12.3
0.8978,8.6575,12.6,12.8,12.6
0.9159,8.6576,10.6,11.0,10.6
1.2793,8.6594,11.0,11.0,11.0
1.2975,8.6595,11.5,11.5,11.5
1.3157,8.6596,12.2,12.2,12.2
1.3338,8.6596,13.1,13.1,13.1
1.352,8.6597,11.7,12.6,12.6
1.3702,8.6598,10.2,10.6,10.6
0.8613,8.6754,9.8,10.1,9.8
0.8795,8.6755,11.8,12.0,11.8
0.8977,8.6756,12.8,13.2,12.8
0.9158,8.6757,10.9,11.2,10.9
1.3156,8.6776,10.4,10.4,10.4
1.3338,8.6777,11.4,11.4,11.4
1.3519,8.6778,12.7,12.7,12.7
1.3701,8.6779,10.9,10.9,10.9
0.8794,8.6935,11.6,11.9,11.6
0.8976,8.6936,13.4,13.6,13.4
0.9157,8.6937,11.5,11.7,11.5
1.3519,8.6959,11.4,11.4,11.4
1.37,8.696,11.6,11.6,11.6
0.8611,8.7115,9.8,10.0,9.8
0.8793,8.7116,11.8,12.0,11.8
0.8975,8.7117,13.7,14.0,13.7
0.9156,8.7118,12.0,12.1,12.0
0.9338,8.7119,10.1,10.1,10.1
1.1519,8.713,10.9,11.0,10.9
1.17,8.7131,10.5,10.5,10.5
1.1882,8.7132,10.4,10.4,10.4
1.3518,8.714,10.3,10.3,10.3
1.37,8.714,12.0,12.0,12.0
1.3881,8.7141,10.8,10.8,10.8
0.3887,8.7266,11.5,11.8,11.5
0.4069,8.7268,10.4,10.5,10.4
0.861,8.7296,10.4,10.6,10.4
0.8792,8.7297,12.3,12.5,12.3
0.8974,8.7298,14.2,14.4,14.2
0.9155,8.7299,12.6,12.6,12.6
0.9337,8.73,10.7,10.7,10.7
1.1518,8.7311,11.1,11.1,11.1
1.17,8.7312,11.5,11.5,11.5
1.3699,8.7321,11.3,11.3,11.3
1.388,8.7322,12.2,12.2,12.2
1.4062,8.7323,10.8,10.8,10.8
0.3886,8.7447,13.2,13.3,13.2
0.4067,8.7448,12.0,12.2,12.0
0.4249,8.745,11.1,11.3,11.1
0.4431,8.7451,10.5,10.7,10.5
0.4612,8.7452,10.2,10.5,10.2
0.4794,8.7453,9.9,10.1,9.9
0.6974,8.7467,3.4,10.1,3.4
0.8609,8.7477,11.3,11.5,11.3
0.8791,8.7478,13.0,13.2,13.0
0.8973,8.7479,14.8,15.1,14.8
0.9154,8.748,13.3,13.3,13.3
0.9336,8.7481,11.6,11.6,11.6
1.1517,8.7492,11.1,11.1,11.1
1.1699,8.7493,11.2,11.2,11.2
1.3698,8.7502,11.0,11.0,11.0
1.388,8.7503,12.9,13.0,12.9
1.4061,8.7504,12.5,12.5,12.5
1.4243,8.7504,11.5,11.5,11.5
1.4425,8.7505,10.9,10.9,10.9
1.4607,8.7506,10.4,10.6,10.4
0.4066,8.7629,13.8,13.9,13.8
0.4248,8.763,13.0,13.2,13.0
0.4429,8.7631,12.5,12.7,12.5
0.4611,8.7633,11.3,11.5,11.3
0.661,8.7646,1.3,10.2,1.3
0.6791,8.7647,1.2,10.9,1.2
0.6973,8.7648,3.0,11.4,3.0
0.7155,8.7649,5.0,10.0,5.0
0.8427,8.7656,11.0,11.1,11.0
0.8608,8.7657,12.5,12.6,12.5
0.879,8.7658,14.1,14.3,14.1
0.8972,8.766,15.8,16.0,15.8
0.9153,8.7661,14.3,14.3,14.3
0.9335,8.7662,12.6,12.7,12.6
0.9517,8.7663,10.8,10.9,10.8
1.1516,8.7673,10.5,10.5,10.5
1.1698,8.7674,11.1,11.1,11.1
1.3697,8.7683,10.1,10.9,10.1
1.3879,8.7684,10.9,12.9,10.9
1.4061,8.7684,10.8,14.0,10.8
1.4242,8.7685,11.1,12.3,11.1
1.4424,8.7686,10.5,10.7,10.5
0.3883,8.7808,16.5,16.6,16.5
0.4065,8.781,15.6,15.7,15.6
0.4246,8.7811,14.9,15.1,14.9
0.4428,8.7812,13.2,13.3,13.2
0.461,8.7813,11.2,11.3,11.2
0.6608,8.7826,1.7,10.4,1.7
0.679,8.7827,1.6,12.4,1.6
0.6972,8.7829,3.2,12.8,3.2
0.7153,8.783,5.1,11.7,5.1
0.7335,8.7831,7.1,10.7,7.1
0.7517,8.7832,9.0,10.1,9.0
0.788,8.7834,9.9,10.1,9.9
0.8062,8.7835,10.5,10.6,10.5
0.8244,8.7836,11.3,11.5,11.3
0.8425,8.7837,12.5,12.6,12.5
0.8607,8.7838,13.8,14.0,13.8
0.8789,8.7839,15.3,15.5,15.3
0.8971,8.784,16.9,17.0,16.9
0.9152,8.7841,15.3,15.3,15.3
0.9334,8.7842,13.5,13.5,13.5
0.9516,8.7843,11.7,11.7,11.7
1.1697,8.7855,11.0,11.0,11.0
1.3696,8.7864,9.0,11.3,9.0
1.3878,8.7864,8.9,13.2,8.9
1.406,8.7865,8.8,13.1,8.8
1.4242,8.7866,9.2,11.3,9.2
0.4427,8.7993,13.4,13.4,13.4
0.4609,8.7994,11.4,11.4,11.4
0.6607,8.8007,3.5,10.5,3.5
0.6789,8.8008,3.4,12.5,3.4
0.6971,8.8009,4.4,14.4,4.4
0.7152,8.801,5.9,13.4,5.9
0.7334,8.8012,7.7,12.6,7.7
0.7516,8.8013,9.5,12.1,9.5
0.7698,8.8014,11.4,11.9,11.4
0.7879,8.8015,11.9,12.1,11.9
0.8061,8.8016,12.3,12.5,12.3
0.8243,8.8017,13.1,13.3,13.1
0.8424,8.8018,14.1,14.3,14.1
0.8606,8.8019,15.3,15.5,15.3
0.8788,8.802,16.7,16.8,16.7
0.897,8.8021,18.0,18.0,18.0
0.9151,8.8022,16.2,16.2,16.2
0.9333,8.8023,14.4,14.4,14.4
0.9515,8.8024,12.7,12.7,12.7
0.9697,8.8025,11.2,11.2,11.2
1.1696,8.8035,10.1,10.1,10.1
1.1878,8.8036,10.3,10.3,10.3
1.3696,8.8045,7.5,11.0,7.5
1.3877,8.8045,6.9,12.9,6.9
1.4059,8.8046,6.8,12.4,6.8
1.4241,8.8047,7.3,10.5,7.3
0.6606,8.8188,5.4,10.5,5.4
0.6788,8.8189,5.4,11.8,5.4
0.697,8.819,6.1,13.3,6.1
0.7151,8.8191,7.2,14.9,7.2
0.7333,8.8192,8.7,14.5,8.7
0.7515,8.8193,10.4,14.1,10.4
0.7696,8.8195,12.1,13.9,12.1
0.7878,8.8196,13.9,14.0,13.9
0.806,8.8197,14.3,14.4,14.3
0.8242,8.8198,14.9,15.1,14.9
0.8423,8.8199,15.8,16.0,15.8
0.8605,8.82,16.9,17.0,16.9
0.8787,8.8201,18.1,18.3,18.1
0.8969,8.8202,18.9,18.9,18.9
0.915,8.8203,17.2,17.2,17.2
0.9332,8.8204,15.2,15.2,15.2
0.9514,8.8205,13.3,13.3,13.3
0.9696,8.8206,11.3,11.3,11.3
1.3695,8.8225,5.8,10.4,5.8
1.3877,8.8226,5.0,12.4,5.0
1.4058,8.8227,4.8,12.1,4.8
1.424,8.8228,5.5,10.1,5.5
0.6787,8.837,4.9,10.5,7.4
0.6968,8.8371,6.2,12.1,7.9
0.715,8.8372,7.8,13.8,8.8
0.7332,8.8373,9.5,15.6,10.1
0.7514,8.8374,11.4,16.1,11.5
0.7695,8.8375,13.1,15.9,13.1
0.7877,8.8376,14.8,16.0,14.8
0.8059,8.8377,16.2,16.4,16.2
0.8241,8.8378,16.8,17.0,16.8
0.8422,8.838,17.6,17.7,17.6
0.8604,8.8381,18.5,18.7,18.5
0.8786,8.8382,19.7,19.8,19.7
0.8968,8.8383,19.0,19.0,19.0
0.9149,8.8384,17.0,17.0,17.0
0.9331,8.8385,15.0,15.0,15.0
0.9513,8.8386,13.0,13.0,13.0
0.9695,8.8387,11.0,11.0,11.0
1.3694,8.8406,4.3,10.2,4.3
1.3876,8.8407,3.1,11.6,3.1
1.4058,8.8408,2.9,11.2,2.9
0.6967,8.8552,5.1,11.2,9.7
0.7149,8.8553,6.9,13.0,10.5
0.7331,8.8554,8.8,14.9,11.6
0.7513,8.8555,10.8,16.8,12.9
0.7694,8.8556,12.8,17.9,14.3
0.7876,8.8557,14.7,18.0,15.9
0.8058,8.8558,16.7,18.3,17.6
0.824,8.8559,18.7,18.8,18.7
0.8421,8.856,19.4,19.6,19.4
0.8603,8.8561,20.3,20.4,20.3
0.8785,8.8562,21.0,21.0,21.0
0.8967,8.8563,19.0,19.0,19.0
0.9148,8.8564,17.0,17.0,17.0
0.933,8.8565,15.0,15.0,15.0
0.9512,8.8566,13.0,13.0,13.0
0.9694,8.8567,11.0,11.0,11.0
1.3693,8.8587,3.4,10.4,3.4
0.6966,8.8732,4.6,10.5,10.5
0.7148,8.8734,6.6,12.5,12.3
0.733,8.8735,8.6,14.4,13.3
0.7511,8.8736,10.6,16.4,14.4
0.7693,8.8737,12.6,18.4,15.7
0.7875,8.8738,14.6,20.0,17.2
0.8057,8.8739,16.6,20.3,18.7
0.8238,8.874,18.6,20.8,20.4
0.842,8.8741,20.6,21.4,21.2
0.8602,8.8742,22.0,22.2,22.0
0.8784,8.8743,21.1,21.1,21.1
0.8966,8.8744,19.2,19.2,19.2
0.9147,8.8745,17.2,17.2,17.2
0.9329,8.8746,15.2,15.2,15.2
0.9511,8.8747,13.3,13.3,13.3
0.9693,8.8748,11.3,11.3,11.3
0.6965,8.8913,4.9,10.2,10.2
0.7147,8.8914,6.8,12.2,12.2
0.7329,8.8915,8.7,14.2,14.2
0.751,8.8916,10.7,16.2,16.0
0.7692,8.8918,12.7,18.2,17.2
0.7874,8.8919,14.7,20.2,18.5
0.8056,8.892,16.7,22.2,20.0
0.8237,8.8921,18.6,22.7,21.5
0.8419,8.8922,20.6,23.3,23.1
0.8601,8.8923,22.6,23.5,23.5
0.8783,8.8924,21.5,21.5,21.5
0.8965,8.8925,19.6,19.6,19.6
0.9146,8.8926,17.6,17.6,17.6
0.9328,8.8927,15.7,15.7,15.7
0.951,8.8928,13.9,13.9,13.9
0.9692,8.8929,12.0,12.0,12.0
0.9873,8.893,10.2,10.2,10.2
0.6964,8.9094,5.9,10.3,10.3
0.7146,8.9095,7.6,12.3,12.3
0.7327,8.9096,9.4,14.3,14.3
0.7509,8.9097,11.2,16.3,16.3
0.7691,8.9098,13.1,18.3,18.3
0.7873,8.9099,15.0,20.3,20.0
0.8055,8.91,17.0,21.6,21.4
0.8236,8.9102,18.9,22.8,22.8
0.8418,8.9103,20.9,24.1,24.1
0.86,8.9104,22.9,24.0,24.0
0.8782,8.9105,22.1,22.1,22.1
0.8963,8.9106,20.2,20.2,20.2
0.9145,8.9107,18.3,18.3,18.3
0.9327,8.9108,16.5,16.5,16.5
0.9509,8.9109,14.5,14.5,14.5
0.9691,8.911,12.6,12.6,12.6
0.9872,8.9111,10.7,10.7,10.7
0.6963,8.9275,7.4,10.8,10.8
0.7145,8.9276,8.7,12.7,12.7
0.7326,8.9277,10.3,14.6,14.6
0.7508,8.9278,12.0,16.6,16.6
0.769,8.9279,13.8,17.9,17.9
0.7872,8.928,15.7,18.9,18.9
0.8053,8.9281,17.5,20.0,20.0
0.8235,8.9282,19.4,21.3,21.3
0.8417,8.9283,21.4,22.7,22.7
0.8599,8.9284,23.3,24.2,24.2
0.8781,8.9285,22.8,22.8,22.8
0.8962,8.9287,20.9,20.9,20.9
0.9144,8.9288,18.9,18.9,18.9
0.9326,8.9289,17.1,17.1,17.1
0.9508,8.929,15.2,15.2,15.2
0.969,8.9291,13.4,13.4,13.4
0.9871,8.9292,11.6,11.6,11.6
0.5144,8.9444,10.9,10.9,10.9
0.6962,8.9455,9.0,11.6,11.6
0.7143,8.9457,10.2,13.4,13.4
0.7325,8.9458,11.6,14.5,14.5
0.7507,8.9459,13.1,15.2,15.2
0.7689,8.946,14.8,16.1,16.1
0.7871,8.9461,16.5,17.2,17.2
0.8052,8.9462,17.9,18.5,18.5
0.8234,8.9463,19.3,19.9,19.9
0.8416,8.9464,20.9,21.3,21.3
0.8598,8.9465,22.5,22.9,22.9
0.878,8.9466,23.4,23.4,23.4
0.8961,8.9467,21.5,21.5,21.5
0.9143,8.9468,19.7,19.7,19.7
0.9325,8.9469,17.8,17.8,17.8
0.9507,8.947,16.1,16.1,16.1
0.9689,8.9471,14.3,14.3,14.3
0.987,8.9472,12.5,12.6,12.6
1.0052,8.9473,10.7,10.9,10.7
0.4961,8.9623,13.7,13.7,13.7
0.5143,8.9624,12.3,12.3,12.3
0.5324,8.9626,10.8,10.8,10.8
0.6779,8.9635,10.1,11.1,11.1
0.696,8.9636,10.8,11.9,11.9
0.7142,8.9637,11.2,12.1,12.1
0.7324,8.9638,11.8,12.6,12.6
0.7506,8.964,12.7,13.4,13.4
0.7688,8.9641,13.8,14.4,14.4
0.7869,8.9642,15.1,15.7,15.7
0.8051,8.9643,16.5,17.0,17.0
0.8233,8.9644,18.0,18.5,18.5
0.8415,8.9645,19.7,20.1,20.1
0.8597,8.9646,21.4,21.7,21.7
0.8779,8.9647,23.1,23.4,23.4
0.896,8.9648,22.2,22.3,22.2
0.9142,8.9649,20.5,20.5,20.5
0.9324,8.965,18.8,18.8,18.8
0.9506,8.9651,17.0,17.0,17.0
0.9688,8.9652,15.2,15.3,15.2
0.987,8.9653,13.4,13.7,13.4
1.0051,8.9654,11.7,11.9,11.7
1.0233,8.9655,9.7,10.2,9.9
1.6235,8.9682,6.0,11.0,6.0
0.496,8.9804,15.1,15.1,15.1
0.5141,8.9805,13.6,13.6,13.6
0.5323,8.9806,12.3,12.3,12.3
0.5505,8.9808,11.1,11.1,11.1
0.5687,8.9809,10.2,10.2,10.2
0.6778,8.9816,9.1,10.0,10.0
0.7141,8.9818,9.3,10.1,10.1
0.7323,8.9819,10.0,10.7,10.7
0.7505,8.982,11.0,11.7,11.7
0.7687,8.9821,12.2,12.8,12.8
0.7868,8.9822,13.7,14.2,14.2
0.805,8.9824,15.2,15.7,15.7
0.8232,8.9825,16.9,17.3,17.3
0.8414,8.9826,18.6,19.0,19.0
0.8596,8.9827,20.4,20.7,20.7
0.8778,8.9828,22.2,22.5,22.5
0.8959,8.9829,20.9,21.0,20.9
0.9141,8.983,19.4,19.4,19.4
0.9323,8.9831,17.9,17.9,17.9
0.9505,8.9832,16.1,16.2,16.1
0.9687,8.9833,14.4,14.5,14.4
0.9869,8.9834,12.8,12.8,12.8
1.005,8.9835,11.3,11.3,11.3
1.6234,8.9863,4.6,11.9,4.6
0.4777,8.9983,16.7,16.7,16.7
0.4958,8.9985,14.9,14.9,14.9
0.514,8.9986,13.2,13.2,13.2
0.5322,8.9987,11.5,11.5,11.5
0.7504,9.0001,9.4,10.0,10.0
0.7685,9.0002,10.9,11.4,11.4
0.7867,9.0003,12.5,12.9,12.9
0.8049,9.0004,14.2,14.5,14.5
0.8231,9.0005,15.9,16.3,16.3
0.8413,9.0006,17.8,18.0,18.0
0.8595,9.0008,19.6,19.8,19.8
0.8776,9.0009,20.6,21.5,21.1
0.8958,9.001,19.7,19.8,19.7
0.914,9.0011,18.1,18.2,18.1
0.9322,9.0012,16.6,16.6,16.6
0.9504,9.0013,15.2,15.2,15.2
0.9686,9.0014,13.4,13.4,13.4
0.9868,9.0015,11.7,11.7,11.7
1.0049,9.0016,10.0,10.1,10.0
1.6051,9.0043,1.9,10.8,1.9
1.6233,9.0044,3.8,12.6,3.8
0.4594,9.0163,17.0,17.0,17.0
0.4775,9.0164,15.5,15.5,15.5
0.4957,9.0165,14.1,14.1,14.1
0.5139,9.0167,12.3,12.3,12.3
0.5321,9.0168,10.5,10.5,10.5
0.7684,9.0183,9.7,10.1,10.1
0.7866,9.0184,11.5,11.8,11.8
0.8048,9.0185,13.3,13.6,13.6
0.823,9.0186,15.2,15.4,15.4
0.8412,9.0187,17.1,17.3,17.3
0.8594,9.0188,18.9,19.1,19.1
0.8775,9.0189,18.6,20.4,19.1
0.8957,9.019,18.6,18.7,18.7
0.9139,9.0191,17.0,17.0,17.0
0.9321,9.0192,15.3,15.4,15.3
0.9503,9.0194,13.8,13.8,13.8
0.9685,9.0195,12.3,12.4,12.3
0.9867,9.0196,10.7,10.8,10.7
1.5869,9.0224,1.4,10.2,1.4
1.6051,9.0224,2.2,11.8,2.2
1.6233,9.0225,4.0,13.5,4.0
0.4592,9.0344,15.7,15.7,15.7
0.4774,9.0345,14.1,14.1,14.1
0.4956,9.0346,12.7,12.7,12.7
0.5138,9.0347,11.4,11.4,11.4
0.7865,9.0365,10.7,10.9,10.9
0.8047,9.0366,12.7,12.8,12.8
0.8229,9.0367,14.6,14.7,14.7
0.8411,9.0368,16.6,16.7,16.7
0.8592,9.0369,16.9,18.6,17.1
0.8774,9.037,16.6,19.5,17.1
0.8956,9.0371,16.6,17.7,17.3
0.9138,9.0372,15.9,15.9,15.9
0.932,9.0373,14.2,14.3,14.2
0.9502,9.0374,12.5,12.6,12.5
0.9684,9.0375,10.9,11.0,10.9
1.5686,9.0404,4.0,10.4,4.0
1.5868,9.0404,3.4,11.6,3.4
1.605,9.0405,3.8,13.0,3.8
1.6232,9.0406,5.1,14.6,5.1
0.4591,9.0524,14.6,14.6,14.6
0.4773,9.0526,12.9,12.9,12.9
0.4955,9.0527,11.3,11.3,11.3
0.7864,9.0546,10.3,10.4,10.4
0.8046,9.0547,12.3,12.4,12.4
0.8228,9.0548,14.3,14.3,14.3
0.841,9.0549,15.4,16.3,15.4
0.8591,9.055,14.9,18.3,15.1
0.8773,9.0551,14.6,18.7,15.1
0.8955,9.0552,14.6,16.9,15.3
0.9137,9.0553,14.8,15.0,15.0
0.9319,9.0554,13.2,13.2,13.2
0.9501,9.0555,11.5,11.5,11.5
1.514,9.0582,7.2,10.1,7.2
1.5322,9.0583,7.2,10.8,7.2
1.5504,9.0584,6.8,11.3,6.8
1.5685,9.0584,5.8,12.1,5.8
1.5867,9.0585,5.4,13.2,5.4
1.6049,9.0586,5.7,14.4,5.7
0.459,9.0705,13.8,13.8,13.8
0.4772,9.0706,11.9,11.9,11.9
0.4953,9.0708,10.2,10.2,10.2
0.7863,9.0726,10.1,10.2,10.2
0.8045,9.0727,11.7,12.2,11.7
0.8227,9.0729,12.8,14.2,12.9
0.8408,9.073,13.5,16.2,13.5
0.859,9.0731,13.0,18.2,13.1
0.8772,9.0732,12.6,18.2,13.1
0.8954,9.0733,12.6,16.2,13.3
0.9136,9.0734,12.9,14.3,13.9
0.9318,9.0735,12.2,12.4,12.4
0.95,9.0736,10.5,10.5,10.5
1.5139,9.0763,5.6,11.0,5.6
1.5321,9.0764,5.2,12.7,5.2
1.5503,9.0765,5.4,13.2,5.4
1.5685,9.0765,6.4,13.9,6.4
1.5867,9.0766,7.4,14.8,7.4
1.6049,9.0767,7.6,16.0,7.6
0.477,9.0887,11.2,11.2,11.2
0.7862,9.0907,8.9,10.4,9.0
0.8044,9.0908,10.0,12.4,10.1
0.8226,9.0909,11.4,14.4,11.4
